City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Martapura,ID,-3.4167,114.85,86.09,66,40,2.3,moderate rain
347,Souillac,MU,-20.5167,57.5167,89.98,51,75,13.8,broken clouds
348,Luderitz,NA,-26.6481,15.1594,70.68,62,1,15.21,clear sky
349,Mackay,AU,-21.15,149.2,82.38,74,99,12.66,overcast clouds
350,Ocho Rios,JM,18.4025,-77.1048,76.75,81,77,12.08,broken clouds
351,Svetlogorsk,BY,52.6333,29.7333,21.63,77,2,11.59,clear sky
352,Changde,CN,29.0464,111.6783,41.11,52,99,11.3,overcast clouds
353,Samarai,PG,-10.6167,150.6667,83.52,75,18,12.46,few clouds
354,Riohacha,CO,11.5444,-72.9072,74.23,91,33,7.34,scattered clouds
355,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,77,40,22.28,scattered clouds
356,Ferrol,ES,43.4832,-8.2369,55.72,90,95,7.0,overcast clouds
357,Yendi,GH,9.4427,-0.0099,85.95,21,77,4.52,broken clouds
358,Almeria,ES,37.1667,-2.3333,52.3,63,100,6.31,overcast clouds
359,Anchorage,US,61.2181,-149.9003,21.27,88,90,0.0,overcast clouds
360,Iacu,BR,-12.7672,-40.2117,71.33,99,100,2.1,moderate rain
361,Katangli,RU,51.7102,143.2326,-4.61,88,100,22.41,overcast clouds
362,Broken Hill,AU,-31.95,141.4333,89.31,20,100,16.11,overcast clouds
363,Shimoda,JP,34.6667,138.95,49.1,68,1,25.39,clear sky
364,Herat,AF,34.5,62.0,54.05,20,100,4.92,overcast clouds
365,Lagoa,PT,39.05,-27.9833,64.36,89,100,36.51,overcast clouds
366,Kununurra,AU,-15.7667,128.7333,80.58,78,100,6.91,overcast clouds
367,Hofn,IS,64.2539,-15.2082,35.73,94,100,8.08,overcast clouds
368,Noumea,NC,-22.2763,166.4572,82.99,99,5,9.24,clear sky
369,Thanh Hoa,VN,19.8,105.7667,73.11,68,75,12.03,broken clouds
370,Ambon,ID,-3.6954,128.1814,82.78,76,99,13.49,moderate rain
371,La Rochelle,FR,46.1667,-1.15,47.5,93,100,9.22,overcast clouds
372,Senador Guiomard,BR,-10.1522,-67.7392,74.95,95,87,3.29,overcast clouds
373,Linxia,CN,35.6003,103.2064,24.48,66,100,6.64,overcast clouds
374,Uyemskiy,RU,64.4743,40.8524,12.25,85,75,11.18,light snow
375,Coihaique,CL,-45.5752,-72.0662,57.81,97,73,8.05,broken clouds
376,Korem,ET,12.5058,39.5228,64.11,36,0,7.85,clear sky
377,Canico,PT,32.6333,-16.85,67.28,90,20,4.61,few clouds
378,Dubbo,AU,-32.25,148.6167,82.53,47,89,9.22,overcast clouds
379,Ghanzi,BW,-21.5667,21.7833,89.08,31,69,16.64,broken clouds
380,Kharan,PK,28.5833,65.4167,72.48,40,99,11.12,overcast clouds
381,Harwich,GB,51.9419,1.2844,45.0,88,100,14.0,light rain
382,Elk City,US,35.412,-99.4043,60.78,41,1,12.66,clear sky
383,Ucluelet,CA,48.9329,-125.5528,36.09,92,65,4.41,broken clouds
384,Saldanha,ZA,-33.0117,17.9442,68.05,66,25,3.31,scattered clouds
385,Tungor,RU,53.3808,142.9564,-5.1,92,96,23.76,overcast clouds
386,Aksarka,RU,66.5606,67.7975,-3.19,99,100,4.59,overcast clouds
387,Moyale,KE,3.5167,39.0584,80.33,50,100,12.82,overcast clouds
388,Las Palmas,ES,28.4204,-14.0131,59.79,88,40,4.61,scattered clouds
389,Chiredzi,ZW,-21.05,31.6667,85.41,52,98,7.72,overcast clouds
390,Tezu,IN,27.9167,96.1667,72.66,35,56,1.79,broken clouds
391,Bowen,AU,-20.0167,148.2333,82.62,70,46,15.26,scattered clouds
392,Kysyl-Syr,RU,63.8986,122.7617,-31.54,97,100,3.49,overcast clouds
393,Maragogi,BR,-9.0122,-35.2225,78.04,83,86,10.96,overcast clouds
394,Guarapari,BR,-20.6667,-40.4975,71.89,90,100,11.7,overcast clouds
395,Alice Springs,AU,-23.7,133.8833,94.55,17,44,10.36,scattered clouds
396,Jalu,LY,29.0331,21.5482,60.4,44,5,5.26,clear sky
397,Cavalcante,BR,-13.7975,-47.4583,65.03,93,100,3.22,overcast clouds
398,Mecca,SA,21.4267,39.8261,74.37,49,94,6.29,overcast clouds
399,Krasnogvardeyskiy,RU,57.3793,62.3195,6.24,83,47,8.08,scattered clouds
400,Marawi,PH,7.9986,124.2928,72.64,96,89,4.52,overcast clouds
401,Hovd,MN,48.0056,91.6419,3.31,92,16,1.5,few clouds
402,Requena,ES,39.4883,-1.1004,51.13,85,100,13.6,overcast clouds
403,Channel-Port Aux Basques,CA,47.5702,-59.1367,30.06,92,100,31.9,light snow
404,Flinders,AU,-34.5833,150.8552,78.19,68,9,10.13,moderate rain
405,Pincher Creek,CA,49.4833,-113.952,-5.64,79,90,9.22,light snow
406,Tromso,NO,69.6496,18.957,26.62,86,90,5.75,light shower snow
407,Kinkala,CG,-4.3614,14.7644,77.31,70,42,1.57,scattered clouds
408,Balykshi,KZ,47.0667,51.8667,23.0,74,0,22.37,clear sky
409,Polyarnyye Zori,RU,67.3661,32.4981,8.01,94,100,7.34,overcast clouds
410,Rawah,IQ,34.4816,41.9093,52.23,23,0,12.68,clear sky
411,Owando,CG,-0.4819,15.8999,85.37,58,92,3.56,overcast clouds
412,Kiunga,PG,-6.1219,141.2906,78.48,83,96,2.3,overcast clouds
413,Puerto Rico,AR,-26.796,-55.024,65.59,66,0,0.81,clear sky
414,Murray Bridge,AU,-35.1167,139.2667,74.7,67,3,19.22,clear sky
415,Zhanaozen,KZ,43.3,52.8,30.07,33,5,15.52,clear sky
416,Ilheus,BR,-14.7889,-39.0494,71.85,97,100,4.94,light rain
417,Antofagasta,CL,-23.65,-70.4,63.68,85,8,0.87,clear sky
418,Cabedelo,BR,-6.9811,-34.8339,77.67,74,100,11.52,overcast clouds
419,Lavrentiya,RU,65.5833,-171.0,6.04,94,100,13.56,light snow
420,Port Macquarie,AU,-31.4333,152.9167,76.96,84,24,6.51,few clouds
421,Yeniseysk,RU,58.4497,92.1703,-5.37,98,76,2.89,broken clouds
422,Springbok,ZA,-29.6643,17.8865,72.91,38,1,10.0,clear sky
423,Champerico,GT,14.3,-91.9167,81.36,82,7,5.32,clear sky
424,Ascension,US,30.2169,-90.9001,66.06,87,1,5.75,clear sky
425,Itoigawa,JP,37.0333,137.85,31.51,96,100,13.33,light snow
426,Sucre,BO,-19.0333,-65.2627,53.82,87,82,2.55,broken clouds
427,Karratha,AU,-20.7377,116.8463,87.21,54,2,17.58,light rain
428,Eyl,SO,7.9803,49.8164,83.3,51,76,18.43,broken clouds
429,Segou,ML,13.4317,-6.2157,77.5,10,100,11.97,overcast clouds
430,Januaria,BR,-15.4833,-44.3667,64.94,98,44,2.28,scattered clouds
431,Neryungri,RU,56.6709,124.6491,-18.09,99,100,2.3,overcast clouds
432,Ewa Beach,US,21.3156,-158.0072,71.1,83,75,5.99,broken clouds
433,Alvdal,NO,62.1077,10.6307,24.64,88,67,7.0,broken clouds
434,Aquidauana,BR,-20.4711,-55.7872,72.48,91,48,4.05,scattered clouds
435,Huarmey,PE,-10.0681,-78.1522,66.97,90,34,4.7,scattered clouds
436,Fort Nelson,CA,58.8053,-122.7002,-15.21,76,75,4.61,light snow
437,Tottori,JP,35.5,134.2333,39.27,87,75,23.02,light intensity shower rain
438,Ganzhou,CN,28.8184,115.4327,38.97,72,100,10.11,overcast clouds
439,Acarau,BR,-2.8856,-40.12,78.31,86,98,9.24,overcast clouds
440,Sonamura,IN,23.4719,91.2664,77.0,44,3,3.09,clear sky
441,Turukhansk,RU,65.8167,87.9833,6.1,93,100,12.68,overcast clouds
442,Dzilam Gonzalez,MX,21.2833,-88.9333,61.54,83,0,4.56,clear sky
443,Mandalgovi,MN,45.7625,106.2708,1.33,62,0,11.77,clear sky
444,Mayo,US,38.8876,-76.5119,53.94,75,1,1.01,clear sky
445,Yeppoon,AU,-23.1333,150.7333,80.38,75,100,8.16,light rain
446,Baft,IR,29.234,56.6057,43.68,66,100,10.58,overcast clouds
447,Pacifica,US,37.6138,-122.4869,52.61,83,75,8.99,broken clouds
448,Polson,US,47.6936,-114.1632,27.1,95,100,5.61,snow
449,Severnoye,RU,56.3491,78.3619,9.01,84,100,1.83,overcast clouds
450,Manokwari,ID,-0.8667,134.0833,82.17,80,85,7.25,overcast clouds
451,Cabinda,AO,-5.55,12.2,83.3,65,17,3.85,few clouds
452,Augustow,PL,53.8432,22.9798,23.23,78,17,12.53,few clouds
453,Hualmay,PE,-11.0964,-77.6139,66.38,91,83,4.23,broken clouds
454,Cristobal Obregon,MX,16.35,-93.5333,59.56,90,0,1.23,clear sky
455,Taoudenni,ML,22.6783,-3.9836,69.71,25,1,8.59,clear sky
456,Magdagachi,RU,53.45,125.8,-12.51,89,2,4.76,clear sky
457,Tual,ID,-5.6667,132.75,83.52,75,90,18.5,overcast clouds
458,Coquimbo,CL,-29.9533,-71.3436,60.53,88,90,0.0,overcast clouds
459,Pinsk,BY,52.1229,26.0951,23.02,91,64,11.45,broken clouds
460,Port Hawkesbury,CA,45.6169,-61.3485,21.58,78,90,15.01,light snow
461,Sisophon,KH,13.5859,102.9737,83.48,61,92,4.0,overcast clouds
462,Santa Cruz,BO,-17.8,-63.1667,74.66,94,40,2.3,scattered clouds
463,Waipawa,NZ,-41.4122,175.5153,58.46,88,100,0.83,overcast clouds
464,Fallon,US,39.4735,-118.7774,39.42,46,1,23.02,clear sky
465,Ibateguara,BR,-8.9725,-35.9394,75.11,79,97,10.31,overcast clouds
466,Yar-Sale,RU,66.8333,70.8333,-2.9,97,85,11.99,overcast clouds
467,Leshan,CN,29.5623,103.7639,54.27,66,100,4.05,overcast clouds
468,Sorland,NO,67.667,12.6934,33.15,70,100,33.4,light snow
469,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.96,68,90,20.71,overcast clouds
470,Ust-Nera,RU,64.5667,143.2,-37.8,100,100,1.68,overcast clouds
471,Sasciori,RO,45.8667,23.5833,41.72,93,100,10.38,overcast clouds
472,Tchollire,CM,8.4022,14.1698,86.04,14,74,4.59,broken clouds
473,Zyryanovsk,KZ,49.7386,84.2719,11.8,92,99,1.74,overcast clouds
474,Nemencine,LT,54.85,25.4833,22.33,82,99,11.77,overcast clouds
475,Ust-Maya,RU,60.4167,134.5333,-48.42,100,100,1.39,overcast clouds
476,Goderich,CA,43.7501,-81.7165,43.12,93,100,8.05,light rain
477,Mildura,AU,-34.2,142.15,93.16,12,97,10.36,overcast clouds
478,Zapolyarnyy,RU,69.4154,30.8136,18.68,97,100,6.15,overcast clouds
479,Manggar,ID,-2.8833,108.2667,79.7,84,100,7.4,overcast clouds
480,Coolum Beach,AU,-26.5333,153.1,76.1,89,100,6.35,overcast clouds
481,Turayf,SA,31.6725,38.6637,50.25,66,40,4.61,scattered clouds
482,Hami,CN,42.8,93.45,31.48,43,0,1.77,clear sky
483,Nelson Bay,AU,-32.7167,152.15,77.29,75,0,1.99,light rain
484,Xushan,CN,30.1764,121.2457,43.97,58,100,13.6,overcast clouds
485,Lerwick,GB,60.1545,-1.1494,30.2,56,98,3.15,overcast clouds
486,Huilong,CN,31.8111,121.655,39.04,60,100,19.04,overcast clouds
487,Richards Bay,ZA,-28.783,32.0377,77.36,64,77,9.84,broken clouds
488,Alekseyevsk,RU,57.8406,108.3492,-15.39,96,53,4.23,broken clouds
489,Ha Giang,VN,22.8333,104.9833,64.89,97,100,0.83,overcast clouds
490,Daru,PG,-9.0763,143.2092,81.68,76,99,5.19,overcast clouds
491,Gaziantep,TR,37.0594,37.3825,39.13,60,0,1.14,clear sky
492,Iquique,CL,-20.2208,-70.1431,69.84,83,91,2.46,overcast clouds
493,Simoes,BR,-7.5989,-40.8178,72.25,80,65,4.63,moderate rain
494,Chapais,CA,49.7834,-74.8492,-7.82,83,100,5.19,overcast clouds
495,Shitanjing,CN,39.2342,106.3439,8.89,27,44,8.16,scattered clouds
496,Jiangkou,CN,25.4872,119.1986,53.49,78,100,20.11,overcast clouds
497,Hobyo,SO,5.3505,48.5268,82.42,58,84,18.48,broken clouds
498,Northam,GB,51.0333,-4.2167,52.43,97,100,16.46,light rain
499,Khandyga,RU,62.6667,135.6,-54.87,100,84,1.72,broken clouds
500,Deer Lake,CA,49.1667,-57.4316,24.66,86,90,8.05,overcast clouds
501,Rodrigues Alves,BR,-7.738,-72.6509,71.71,99,79,1.95,broken clouds
502,Bourail,NC,-21.5667,165.4833,80.6,75,37,1.77,scattered clouds
503,Saint-Joseph,RE,-21.3667,55.6167,87.1,82,97,7.61,light rain
504,Bathsheba,BB,13.2167,-59.5167,77.61,69,20,13.8,few clouds
505,Uthal,PK,25.8072,66.6219,79.86,53,53,8.46,broken clouds
506,Shumyachi,RU,53.8583,32.4242,17.76,86,15,14.74,few clouds
507,Nishihara,JP,26.1842,127.7558,61.88,67,75,27.63,broken clouds
508,Okha,RU,53.5739,142.9478,-4.14,94,82,23.58,broken clouds
509,Bethalto,US,38.9092,-90.0407,66.18,91,90,8.05,overcast clouds
510,Yanji,CN,42.9075,129.5078,-6.03,64,47,17.96,scattered clouds
511,Stromness,GB,58.965,-3.296,37.65,57,19,19.39,few clouds
512,West Bay,KY,19.3667,-81.4167,77.0,79,15,1.01,few clouds
513,Schoneiche,DE,52.4667,13.6833,25.99,87,0,2.3,clear sky
514,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,64.06,49,0,5.26,clear sky
515,Kirakira,SB,-10.4544,161.9205,81.23,81,100,1.14,overcast clouds
516,Neuquen,AR,-38.9516,-68.0591,67.89,49,0,12.66,clear sky
517,Portland,US,45.5234,-122.6762,39.51,93,75,3.0,broken clouds
518,Padang,ID,-0.9492,100.3543,87.85,75,53,5.28,broken clouds
519,Libreville,GA,0.3925,9.4537,80.62,83,20,4.61,few clouds
520,Ouadda,CF,8.0777,22.4007,86.29,18,64,6.67,broken clouds
521,Hirna,ET,9.2167,41.1,73.49,38,67,6.4,broken clouds
522,Aquin,HT,18.2833,-73.4,75.13,84,19,5.53,few clouds
523,Zarubino,RU,42.63,131.0922,0.97,70,54,24.67,broken clouds
524,Djambala,CG,-2.5447,14.7533,78.04,67,100,5.35,overcast clouds
525,Grand Gaube,MU,-20.0064,57.6608,90.0,70,95,8.99,overcast clouds
526,Atamanovka,RU,51.93,113.63,3.63,96,75,3.27,broken clouds
527,Zhangjiakou,CN,40.81,114.8794,4.66,37,0,9.31,clear sky
528,Griffith,US,41.5284,-87.4237,56.21,93,90,1.01,overcast clouds
529,Reykjavik,IS,64.1355,-21.8954,35.78,76,0,6.91,clear sky
530,Linguere,SN,15.3953,-15.1193,77.22,38,0,4.61,clear sky
531,Moranbah,AU,-22.0016,148.0466,74.93,78,100,18.86,light rain
532,Kuytun,RU,54.3419,101.5036,-6.79,95,32,5.3,scattered clouds
533,Auki,SB,-8.7676,160.7034,79.57,83,100,1.52,moderate rain
534,Seoul,KR,37.5683,126.9778,17.08,37,0,11.5,clear sky
535,Yaqui,MX,27.3667,-110.1667,66.42,44,7,2.84,clear sky
536,Cayenne,GF,4.9333,-52.3333,75.24,93,90,2.3,fog
537,Kouroussa,GN,10.65,-9.8833,77.77,19,39,6.38,scattered clouds
538,Segezha,RU,63.7415,34.3222,2.32,97,100,5.03,overcast clouds
539,La Orilla,MX,17.9833,-102.2333,71.02,91,2,4.88,clear sky
540,Puntarenas,CR,9.9763,-84.8384,78.73,82,47,3.89,scattered clouds
541,Verkhoturye,RU,58.8627,60.8054,4.87,79,58,10.85,broken clouds
542,Puerto Narino,CO,-3.7703,-70.3831,73.35,98,40,1.03,scattered clouds
543,Divnomorskoye,RU,44.5011,38.1353,43.25,97,100,26.98,overcast clouds
544,Benguela,AO,-12.5763,13.4055,80.76,57,100,6.24,overcast clouds
545,Huntingdon,GB,52.3305,-0.1865,43.79,94,100,8.01,overcast clouds
546,Mezen,RU,65.8522,44.24,7.2,94,100,9.42,overcast clouds
547,Itarema,BR,-2.9248,-39.9167,78.42,85,99,8.84,overcast clouds
548,Dandong,CN,40.1292,124.3947,5.83,32,0,15.3,clear sky
549,Severo-Yeniseyskiy,RU,60.3725,93.0408,-5.42,100,73,3.15,broken clouds
550,Garavuti,TJ,37.5672,68.4469,54.25,25,100,1.32,overcast clouds
551,Normandin,CA,48.8333,-72.5321,-10.89,77,75,2.3,broken clouds
552,Guapo,BR,-16.8306,-49.5319,66.58,96,0,2.51,clear sky
553,Yenangyaung,MM,20.4667,94.8833,80.29,37,0,1.9,clear sky
554,Tanete,ID,-3.9443,119.7848,82.9,75,86,8.12,overcast clouds
555,Pervomayskoye,RU,43.919,46.7102,38.68,80,91,17.76,overcast clouds
556,Atar,MR,20.5169,-13.0499,69.75,25,0,5.21,clear sky
557,Okhotsk,RU,59.3833,143.3,-15.88,83,98,12.66,overcast clouds
558,Aitape,PG,-3.1374,142.3475,81.63,85,63,6.46,broken clouds
559,Yulara,AU,-25.2406,130.9889,100.24,14,97,10.36,overcast clouds
560,Kargasok,RU,59.0556,80.8572,5.29,89,100,5.53,overcast clouds
561,Srednekolymsk,RU,67.45,153.6833,-24.09,98,100,4.76,overcast clouds
562,Fare,PF,-16.7,-151.0167,81.45,72,31,14.83,scattered clouds
563,Taltal,CL,-25.4,-70.4833,65.61,84,89,1.05,overcast clouds
564,Goure,NE,13.9835,10.2704,72.01,12,90,17.65,overcast clouds
565,Vikhorevka,RU,56.1201,101.1636,-2.61,96,71,2.57,broken clouds
566,Ilo,PE,-17.6394,-71.3375,69.49,89,100,6.71,overcast clouds
567,Port Augusta,AU,-32.5,137.7667,82.71,55,100,26.17,overcast clouds
568,Juegang,CN,32.3174,121.1855,35.91,55,99,17.87,overcast clouds
569,Jablah,SY,35.3614,35.9256,57.49,44,5,3.44,clear sky
570,Ust-Ilimsk,RU,58.0006,102.6619,-7.01,93,87,3.22,overcast clouds
571,Yaring,TH,6.8662,101.3689,88.14,74,98,12.91,overcast clouds
572,Ambilobe,MG,-13.2,49.05,99.72,32,28,4.09,scattered clouds
573,Menongue,AO,-14.6585,17.691,83.59,33,94,0.51,overcast clouds
574,Yaan,NG,7.3833,8.5667,87.31,15,50,8.41,scattered clouds
575,Knysna,ZA,-34.0363,23.0471,71.98,62,93,11.9,overcast clouds
576,Bandarbeyla,SO,9.4942,50.8122,80.02,59,19,14.79,few clouds
577,Hangu,CN,39.2489,117.7892,19.44,18,0,10.13,clear sky
578,Leh,IN,34.1667,77.5833,13.98,64,100,1.12,overcast clouds
579,Outjo,NA,-20.1167,16.15,83.7,6,37,8.61,scattered clouds
580,Tigil,RU,57.8,158.6667,-12.12,100,77,1.68,broken clouds
581,Mana,GF,5.6592,-53.7767,76.03,90,98,6.89,overcast clouds
582,Berdigestyakh,RU,62.0989,126.6992,-26.43,98,100,2.44,overcast clouds
583,Mweka,CD,-4.85,21.5667,78.44,74,100,1.25,light rain
584,Elat,IL,29.5581,34.9482,55.24,47,0,5.75,clear sky
585,Swellendam,ZA,-34.0226,20.4417,68.38,55,75,8.95,broken clouds
586,Bilibino,RU,68.0546,166.4372,-20.67,97,97,3.78,overcast clouds
587,Mwingi,KE,-0.9344,38.0601,74.91,77,87,6.33,light rain
588,Soyo,AO,-6.1349,12.3689,82.63,65,43,5.06,scattered clouds
589,Lincoln,US,40.8,-96.667,37.35,70,1,4.0,clear sky
590,Ploemeur,FR,47.7333,-3.4333,53.62,96,75,12.66,broken clouds
591,Touros,BR,-5.1989,-35.4608,81.5,81,44,9.64,scattered clouds
592,Rundu,NA,-17.9333,19.7667,87.22,31,8,9.55,clear sky
593,Harper,LR,4.375,-7.7169,81.75,73,92,5.23,overcast clouds
594,Sabalgarh,IN,26.25,77.4,75.49,32,0,4.45,clear sky
595,Grindavik,IS,63.8424,-22.4338,36.07,80,0,12.66,clear sky
596,Daliang,CN,22.8504,113.247,72.05,42,10,10.07,clear sky
597,Vostok,RU,46.4856,135.8833,-23.76,97,100,2.59,overcast clouds
598,Girua,BR,-28.0283,-54.3497,63.09,61,0,4.68,clear sky
599,Krasnoselkup,RU,65.7,82.4667,-2.06,95,64,13.4,broken clouds
600,Teluknaga,ID,-6.0989,106.6381,86.63,79,40,4.0,scattered clouds
601,Oranjestad,AW,12.524,-70.027,78.91,84,41,4.0,scattered clouds
602,Colares,PT,38.7992,-9.4469,60.82,85,90,13.0,mist
603,Nova Olimpia,BR,-14.7972,-57.2881,71.01,97,100,2.08,overcast clouds
604,Arys,KZ,42.4252,68.795,44.82,69,100,1.79,overcast clouds
605,Beringovskiy,RU,63.05,179.3167,3.88,98,100,16.33,snow
606,Columbus,US,39.9612,-82.9988,60.26,84,90,4.0,overcast clouds
607,Pacific Grove,US,36.6177,-121.9166,51.1,91,90,1.01,mist
608,Ocampo,MX,21.65,-101.5,50.77,37,0,2.35,clear sky
609,Hokitika,NZ,-42.7167,170.9667,57.67,77,0,1.5,clear sky
610,Pemba,MZ,-12.974,40.5178,88.5,62,75,11.5,broken clouds
611,Lakes Entrance,AU,-37.8811,147.981,67.57,82,22,5.73,few clouds
612,Kamenka,RU,51.3223,42.7678,26.74,94,100,28.03,snow
613,Pauini,BR,-7.7136,-66.9764,72.43,94,62,1.7,light rain
614,Saint-Pierre,RE,-21.3393,55.4781,89.19,66,95,25.32,light rain
615,Tevriz,RU,57.509,72.4042,-2.69,89,7,6.04,clear sky
616,Lircay,PE,-12.9896,-74.7205,48.2,87,100,0.54,overcast clouds
617,Espirito Santo Do Pinhal,BR,-22.1158,-46.6828,58.66,91,0,3.98,clear sky
618,Chulym,RU,55.0997,80.9572,12.15,87,100,6.98,overcast clouds
619,Altamont,US,42.2068,-121.7372,28.89,95,100,1.01,light snow
620,Wattegama,LK,6.7989,81.4808,85.12,48,10,9.86,clear sky
621,Port-Cartier,CA,50.0334,-66.8654,17.82,75,100,11.36,overcast clouds
622,Kralendijk,BQ,12.15,-68.2667,80.15,82,42,13.71,scattered clouds
623,Mogadishu,SO,2.0371,45.3438,85.87,74,20,17.27,few clouds
624,Whitehorse,CA,60.7161,-135.0538,-6.83,77,40,0.0,scattered clouds
625,Chateaubelair,VC,13.2833,-61.25,79.41,78,85,12.3,overcast clouds
626,Bambanglipuro,ID,-7.95,110.2833,83.55,72,91,8.55,overcast clouds
627,Kalutara,LK,6.5831,79.9593,91.49,64,97,8.34,overcast clouds
628,Ahuimanu,US,21.4447,-157.8378,71.85,81,40,5.01,light rain
629,Shache,CN,38.4167,77.2406,35.24,25,41,4.76,scattered clouds
630,Ankpa,NG,7.3706,7.6253,87.22,32,24,5.79,few clouds
631,Velika Kladusa,BA,45.1894,15.8117,49.6,78,100,9.57,light rain
632,Namtsy,RU,62.7161,129.6658,-54.29,100,92,0.96,overcast clouds
633,Yarim,YE,14.298,44.3779,67.14,19,0,4.27,clear sky
634,Grand-Santi,GF,4.25,-54.3833,71.47,100,83,2.06,broken clouds
635,Nantucket,US,41.2835,-70.0995,33.96,88,99,7.58,overcast clouds
636,Stolac,BA,43.0844,17.9575,56.46,93,100,10.11,overcast clouds
637,Acari,PE,-15.4311,-74.6158,68.2,89,97,1.16,overcast clouds
638,Qingquan,CN,30.4511,115.2559,42.71,52,100,7.99,overcast clouds
639,North Bend,US,43.4065,-124.2243,44.08,100,100,8.95,overcast clouds
640,Banjar,ID,-8.19,114.9675,85.91,76,100,1.54,overcast clouds
641,Kawanoe,JP,34.0167,133.5667,50.07,67,76,22.21,broken clouds
642,Sirjan,IR,29.452,55.6814,56.66,38,100,9.8,overcast clouds
643,Monrovia,LR,6.3005,-10.7969,78.57,81,20,3.83,few clouds
644,Flin Flon,CA,54.7682,-101.865,-13.07,86,100,9.95,overcast clouds
645,Kibondo,TZ,-3.5864,30.7203,73.49,68,53,4.47,light rain
646,Sioux Lookout,CA,50.1001,-91.917,5.07,78,75,13.8,light snow
647,San Andres,CO,12.5847,-81.7006,80.62,78,75,12.66,broken clouds
648,Chitipa,MW,-9.7024,33.2697,88.36,26,100,10.89,overcast clouds
649,Duncan,US,34.5023,-97.9578,66.25,47,40,8.05,scattered clouds
650,Wanning,CN,18.8003,110.3967,70.29,85,97,11.41,overcast clouds
651,Skibbereen,IE,51.55,-9.2667,50.38,95,100,10.2,overcast clouds
652,Mizdah,LY,31.4451,12.9801,56.66,39,78,9.53,broken clouds
653,Akureyri,IS,65.6835,-18.0878,12.13,92,0,0.0,clear sky
654,Kuching,MY,1.55,110.3333,86.22,74,40,6.91,scattered clouds
655,Sol-Iletsk,RU,51.1631,54.9918,8.76,91,31,9.98,scattered clouds
656,Mwinilunga,ZM,-11.7358,24.4293,66.9,83,100,2.48,light rain
657,Karimnagar,IN,18.4333,79.15,86.02,31,0,6.2,clear sky
658,Merauke,ID,-8.4667,140.3333,83.7,73,76,8.46,broken clouds
659,College,US,64.8569,-147.8028,5.2,82,100,3.47,light snow
660,Monte Carmelo,BR,-18.7247,-47.4986,64.71,94,48,3.44,scattered clouds
661,Lisala,CD,2.15,21.5167,85.28,65,48,2.06,moderate rain
662,Banda Aceh,ID,5.5577,95.3222,82.8,70,22,13.42,few clouds
663,Arlit,NE,18.7369,7.3853,71.65,15,100,3.98,overcast clouds
664,Boca Do Acre,BR,-8.7522,-67.3978,72.93,95,100,2.13,overcast clouds
665,Bonavista,CA,48.6499,-53.1147,28.11,73,100,15.26,overcast clouds
666,Rio Grande,BR,-32.035,-52.0986,61.95,71,91,12.62,overcast clouds
667,Teknaf,BD,20.8624,92.3058,74.79,53,0,7.38,clear sky
668,Nyirtelek,HU,48.0167,21.6333,41.05,82,100,8.37,overcast clouds
669,Pilot Butte,CA,50.4668,-104.4178,-9.67,77,75,3.44,broken clouds
670,Kedougou,SN,12.5579,-12.1743,70.38,52,0,4.61,clear sky
671,Sistranda,NO,63.7256,8.834,35.91,57,100,23.4,overcast clouds
672,High Prairie,CA,55.4334,-116.4858,-20.9,97,100,6.6,overcast clouds
673,Albina,SR,5.5,-54.05,72.12,99,94,0.89,overcast clouds
674,Erenhot,CN,43.6475,111.9767,1.85,45,0,11.74,clear sky
675,Humaita,BR,-7.5061,-63.0208,74.1,96,97,2.3,overcast clouds
676,Jinchang,CN,38.4953,102.1739,16.38,75,100,5.79,light snow
677,Broome,US,42.2506,-75.833,39.56,84,100,1.99,light rain
678,Prince Rupert,CA,54.3161,-130.3201,19.09,64,1,5.75,clear sky
679,Marzuq,YE,14.4,46.4667,83.16,7,3,4.36,clear sky
680,Opuwo,NA,-18.0607,13.84,84.13,12,2,6.24,clear sky
681,Buraydah,SA,26.326,43.975,59.45,32,97,14.9,overcast clouds
682,Uusikaupunki,FI,60.8004,21.4084,18.12,82,100,10.56,light snow
683,Vitre,FR,48.1178,-1.2058,49.08,97,91,6.24,overcast clouds
684,Amapa,BR,1.0,-52.0,71.56,99,100,1.79,light rain
685,Lompoc,US,34.6391,-120.4579,52.79,81,1,8.01,clear sky
686,Balsas,BR,-7.5325,-46.0356,72.39,97,100,4.18,moderate rain
687,Cassilandia,BR,-19.1133,-51.7342,63.88,80,0,3.38,clear sky
688,Nanchang,CN,28.6833,115.8833,40.39,69,100,13.85,overcast clouds
689,Qunduz,AF,36.729,68.857,57.07,25,100,4.45,overcast clouds
690,The Pas,CA,53.8251,-101.2541,-16.58,69,40,8.05,scattered clouds
691,Salacgriva,LV,57.7536,24.3581,14.9,64,96,10.56,overcast clouds
692,Redcliffe,AU,-27.2307,153.0973,76.95,78,90,5.75,light rain
693,Sao Jose Do Belmonte,BR,-7.8614,-38.7597,74.44,75,97,6.8,overcast clouds
694,Camacha,PT,33.0833,-16.3333,63.82,88,40,18.41,scattered clouds
695,Puerto Penasco,MX,31.3167,-113.5333,62.8,58,100,8.12,overcast clouds
